f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,class
52,86,569,57,52,1098,1432,534,10,1433031,58530836,8686335,8,1673305,58909684,9398242,179128929,6,126,10881,108,118655,2525,113019,517,1380,22,99,label-2
52,76,569,27,52,1398,1432,205,12,299501,58552529,4072990,2,302546,58617752,4098787,173111908,6,579,44021,573,801165,1781,771361,517,1380,15,566,label-2
52,97,569,126,52,667,1432,646,75,3636484,10303326,4783057,58,3876228,11111404,4922155,116367516,6,33,3218,31,20707,1458,19087,517,1380,5,16,label-2
52,161,626,210,52,405,1432,567,45,4067280,10240748,4813284,4,4210229,11253521,4993855,117951136,6,30,4834,29,11745,3254,10229,517,147,8,9,label-2
52,88,569,74,52,1120,1432,555,36,2911412,58546038,12516431,4,3066254,58604335,12842750,171773563,6,60,5321,57,63844,1285,60872,517,1380,9,50,label-2
52,126,619,172,52,749,1432,652,15,2235173,10243792,4054806,6,2193320,11281235,4126308,120699389,6,55,6939,56,41991,3747,39071,517,147,9,34,label-2
52,84,1059,101,52,1408,1432,161,9,52953,10240871,685523,7,47043,12286960,665379,129577776,6,2448,206143,2754,3879020,27291,3735804,517,1380,30,2738,label-2
52,97,585,108,52,901,1432,626,51,3667498,58570898,13859497,3,3133141,58606245,12888582,172372556,6,48,4661,56,50506,1901,47586,517,1380,14,44,label-2
40,76,569,50,40,1270,1432,422,10,1317544,58518192,8448705,13,1413578,58701008,8759913,173915888,6,133,10225,124,157499,1269,151055,517,1380,11,119,label-2
52,86,569,113,52,586,1432,625,26,3147008,10279347,4536533,15,3466654,11259446,4870187,97557256,6,32,2775,25,14660,1055,13352,517,1380,3,13,label-2
52,79,569,28,52,1408,1432,162,22,357581,58903072,3991968,12,105415,58284807,2445469,189160669,6,530,42115,568,800285,2503,770741,517,1380,23,565,label-2
52,73,569,46,52,1403,1432,170,9,78755,10243644,826639,4,54368,11243432,706262,96003138,6,1220,89465,1503,2110203,7173,2032039,517,1380,19,1494,label-2
52,94,569,67,52,1205,1432,479,11,2769548,58973874,10869310,13,1151724,59029736,8104683,188329303,6,69,6548,53,63895,1868,61131,517,1380,19,49,label-2
52,86,569,50,52,1250,1432,426,9,1243507,58911410,7381721,9,450180,58915779,5050962,190256579,6,154,13268,136,170048,2564,162968,517,1380,23,132,label-2
52,90,569,116,52,514,1432,629,18,3752452,10240369,4707863,18,3963202,11253109,5002971,97563765,6,27,2445,22,11309,997,10157,517,1380,3,11,label-2
52,143,615,192,52,504,1432,587,667,3389098,10240816,4592648,680,3497938,11108407,4847500,98283852,6,30,4311,25,12607,2719,11299,517,1380,6,11,label-2
52,128,626,180,52,547,1432,587,476,3389094,10271872,4594087,5,3497843,11235644,4850368,98283751,6,30,3855,25,13686,2251,12378,517,707,5,12,label-2
52,129,608,176,52,472,1432,585,246,3473556,10240693,4649848,10,3454869,10245871,4781898,97259593,6,29,3761,25,11811,2185,10503,517,1380,5,11,label-2
52,82,1059,103,52,1417,1432,124,11,30725,10240835,495412,6,21822,10254797,420291,92052719,6,2997,248194,3562,5047734,34162,4862502,517,1380,36,3553,label-2
52,103,569,103,52,966,1432,603,12,3675493,58871106,12310085,17,1164513,58077398,8049101,183774686,6,51,5282,52,50272,2522,47548,517,1380,23,44,label-2
52,104,731,118,52,1038,1432,452,53,3454669,58834834,11122961,4,3200,43310,8339,124368103,6,37,3859,40,41536,1927,39448,679,260,16,37,label-2
52,65,569,58,52,1397,1432,194,91,143536,10240605,1183678,2,77318,10240485,871935,116694981,6,814,52968,1510,2110536,7204,2032008,517,1380,20,1494,label-2
52,105,569,140,52,974,1432,625,110,2627572,10271786,4400395,17,1992956,10269441,3997168,115613444,6,45,4726,59,57518,2378,54442,517,1380,7,43,label-2
52,98,569,122,52,649,1432,645,34,3396609,10240470,4738217,6,3724594,10240462,4839316,115484925,6,35,3446,32,20789,1458,19117,517,1380,5,16,label-2
52,81,569,105,52,496,1432,607,13,3238381,10240605,4662377,5,3329527,10240551,4698053,116581838,6,37,3009,36,17888,1077,16008,517,1380,4,18,label-2
52,82,569,57,52,1315,1432,365,41,1656995,58542119,9551509,1,1283075,58563883,8437330,170670555,6,104,8545,134,176308,1273,169332,517,1380,9,129,label-2
52,82,569,64,52,1070,1432,560,9,1705475,58541970,9547140,2,1596749,58563918,9251662,175664141,6,104,8615,111,118780,2479,113000,517,1380,21,103,label-2
52,72,569,28,52,1403,1432,191,10,317892,58199045,4236825,2,301121,58221124,4126062,171662036,6,541,39269,571,801179,1781,771479,517,1380,15,565,label-2
52,143,626,195,52,547,1432,612,13,2864902,10240394,4476840,5,3011265,10240343,4543359,117461007,6,42,6021,40,21903,3829,19815,517,1380,9,18,label-2
52,81,569,87,52,1088,1432,571,13,4054916,58256054,14598304,5,2935940,58266204,12561816,170306521,6,43,3509,59,64246,1265,61170,517,1380,11,50,label-2
52,119,619,173,52,770,1432,665,14,2168735,10240385,4059530,5,2129617,10240664,4034502,119280477,6,56,6676,57,43931,3756,40959,517,147,9,34,label-2
52,90,569,117,52,443,1432,576,17,4430742,10240289,4990991,5,4607101,10241297,5011524,115199292,6,27,2440,26,11532,1028,10172,517,1380,4,11,label-2
52,85,569,94,52,1144,1432,535,27,4502689,58152485,15361540,4,3421605,58174352,13538809,171102201,6,39,3319,51,58364,1283,55704,517,1380,9,46,label-2
52,98,569,53,52,659,1432,554,9,405266,58550610,4689106,2,372015,58573757,4497313,177101314,6,438,42959,477,314424,19815,289612,517,1380,202,459,label-2
52,102,569,116,52,892,1432,634,45,4903930,58267365,15857653,4,3120274,58263755,12875250,171637560,6,36,3704,56,49989,1824,47069,517,1380,14,45,label-2
52,75,1059,137,52,1400,1432,191,8,107884,10240590,1011240,2,54711,10240536,722464,121262639,6,1125,84821,2217,3104664,22361,2989372,517,1380,25,2189,label-2
40,68,569,64,40,1220,1432,476,11,2133795,58864739,10745051,5,1350126,58886408,8612660,172837805,6,82,5602,129,157425,1238,150733,517,1380,10,122,label-2
52,75,1059,133,52,1409,1432,156,10,56983,10240251,739573,5,31564,10243540,551744,64698280,6,1136,85544,2050,2889941,21344,2783333,517,1380,23,2039,label-2
52,95,569,127,52,965,1432,612,103,2700304,10240321,4437202,8,2001578,10249616,4002353,116113171,6,44,4208,59,56938,1912,53862,517,1380,6,43,label-2
52,79,569,44,52,1397,1432,194,15,92061,10240274,943893,3,78808,10240513,874495,118943419,6,1293,102416,1510,2110478,7204,2031950,517,1380,20,1494,label-2
52,85,569,58,52,1089,1432,541,10,1497505,58984956,8970725,3,1652679,59041699,9417682,175208188,6,118,10122,107,116617,2386,111045,517,1380,20,99,label-2
52,73,569,28,52,1398,1432,203,12,328661,58984194,4281897,2,301036,59028101,4102021,172218770,6,525,38761,573,801298,1781,771494,517,1380,15,565,label-2
52,82,569,49,52,1314,1432,364,45,1249486,58984433,8309827,5,1286849,59019842,8435155,171179735,6,138,11433,134,176177,1273,169201,517,1380,9,129,label-2
52,147,626,199,52,563,1432,629,70,3486734,10240308,4685764,5,3119006,11268830,4623039,118549086,6,35,5161,39,21971,3333,19935,517,1380,8,17,label-2
52,142,619,193,52,786,1432,647,90,2112771,10240325,4032685,6,2112198,10269786,4035312,118315313,6,57,8146,57,44821,4910,41825,517,147,11,34,label-2
52,90,569,117,52,442,1432,603,17,4431456,10240340,4967506,2,4607158,11056930,5069256,115217869,6,27,2440,26,11503,1028,10143,517,1380,4,11,label-2
52,98,569,48,52,754,1432,572,12,316844,58923191,4159017,2,370790,58988256,4500991,176165842,6,557,54623,476,358964,21331,334204,517,1380,218,433,label-2
52,93,1059,140,52,1318,1432,361,24,475435,10240340,2113275,17,449531,11106460,2078350,116481777,6,246,23072,260,342696,5608,329168,517,1380,8,244,label-2
40,74,569,52,40,1248,1432,451,13,1376023,58954914,8723473,8,1375715,58977052,8728564,172006121,6,126,9354,126,157268,1238,150732,517,1380,10,121,label-2
52,92,569,96,52,877,1432,638,9,3017622,58912154,12685483,11,3070737,58977082,12800134,172004479,6,58,5372,57,50038,1868,47066,517,1380,14,45,label-2
52,87,569,116,52,577,1432,634,33,3863760,13216124,5833761,17,4291418,26105945,6974177,115912803,6,31,2712,28,16177,1092,14713,517,1380,4,14,label-2
52,82,569,56,52,1314,1432,372,26,1598071,58949378,9393391,4,1285428,58982223,8455508,170993674,6,108,8877,134,176110,1273,169134,517,1380,9,128,label-2
52,81,569,62,52,1080,1432,551,8,1605210,58909117,9272077,1,1605011,58987481,9282754,174968015,6,110,9007,110,118851,2479,113123,517,1380,21,104,label-2
52,74,569,28,52,1402,1432,193,11,321350,58956762,4252984,5,299887,58982531,4112070,170958586,6,533,39793,571,800977,1781,771277,517,1380,15,565,label-2
52,139,626,192,52,486,1432,579,35,3261225,10240320,4604756,35,3446683,10261274,4669923,120665341,6,38,5307,36,17505,3323,15625,517,1380,8,15,label-2
52,85,569,92,52,1125,1432,545,18,4607585,58963097,15491994,17,3043907,58996525,12788961,170480678,6,38,3249,57,64142,1265,61170,517,1380,11,50,label-2
52,90,569,117,52,444,1432,577,10,4440174,10242687,4980788,7,4616530,10264660,5002435,115444534,6,27,2440,26,11558,1028,10198,517,1380,4,11,label-2
52,141,610,190,52,427,1432,576,13,3541381,10240303,4690601,7,3761718,10262485,4752098,120406986,6,35,4956,33,14106,3128,12382,517,147,8,12,label-2
52,83,569,92,52,1131,1432,549,54,4257261,58922948,14940598,8,3040497,58996274,12783372,170291891,6,41,3425,57,64487,1285,61515,517,1380,9,50,label-2
52,126,618,180,52,679,1432,658,75,5457723,10240473,4856007,10,3334400,10267370,4640421,120069925,6,23,2903,37,25143,1699,23211,517,147,5,19,label-2
52,96,569,118,52,1293,1432,373,15,973633,18432284,3841281,7,692918,18431374,3272736,122677811,6,127,12307,178,230260,4827,220996,517,1380,13,168,label-2
52,106,569,112,52,631,1432,642,50,6809965,58946883,18425385,6,6546829,58998848,18133178,170249295,6,26,2764,27,17053,1404,15641,517,1380,10,18,label-2
52,88,569,103,40,958,1432,523,17,1339010,40015579,7182064,3,873909,40015370,5834876,40221703,6,31,2743,47,45038,1123,42622,517,1380,7,41,label-2
52,73,569,50,52,1401,1432,182,10,116354,10240514,1044681,5,81395,11190973,885375,122521809,6,1054,77832,1506,2110221,7204,2031901,517,1380,20,1491,label-2
52,94,569,108,52,887,1432,631,8,3889921,58915219,14127307,4,3125450,58990102,12767276,175047210,6,46,4348,57,50572,1912,47588,517,1380,15,45,label-2
40,80,569,52,40,1220,1432,477,7,1496116,58957105,8979377,4,1367382,58990994,8600975,175046483,6,118,9478,129,157501,1238,150809,517,1380,10,122,label-2
52,74,1059,134,52,1411,1432,148,8,87147,10240364,897056,1,45529,10265759,650551,125056813,6,1436,107139,2747,3878095,27291,3735243,517,1380,30,2732,label-2
52,100,569,132,52,630,1432,647,82,3996856,10240376,4888296,7,3621157,10255231,4804028,115908913,6,30,3026,33,20811,1458,19087,517,1380,5,17,label-2
52,108,569,126,52,1096,1432,545,14,1188578,10240371,3184065,5,1263928,11631135,3385441,118858137,6,101,11003,95,104149,4479,99189,517,1380,12,79,label-2
52,86,569,83,40,1012,1432,568,12,875983,39894372,5816545,5,937099,39894364,6011280,40346915,6,47,4075,44,44549,1123,42289,517,1380,7,37,label-2
52,80,569,41,52,1398,1432,193,11,84039,10240751,891566,12,80608,10248740,873925,121605514,6,1448,115968,1509,2110303,7204,2031827,517,1380,20,1494,label-2
52,84,569,58,52,1137,1432,517,9,1466865,58952045,8829937,10,1756716,58983804,9647546,177490755,6,122,10286,102,116026,2386,110714,517,1380,20,97,label-2
52,80,569,24,52,1383,1432,235,13,295798,58648486,4025575,9,301807,58702257,4079245,174521112,6,591,47823,579,801168,1827,771040,517,1380,16,571,label-2
52,140,618,186,52,478,1432,591,73,3355154,10246771,4680905,14,3452517,10294745,4717410,117430708,6,36,5074,35,16739,3170,14911,517,1380,8,14,label-2
52,170,626,222,52,556,1432,611,15,3223941,10240794,4577755,16,3137659,10248253,4552770,119285824,6,38,6475,39,21684,4467,19648,517,147,10,18,label-2
52,87,569,71,52,1088,1432,571,30,2854142,58967337,12376885,6,2951771,59018606,12586395,171248552,6,61,5349,59,64246,1265,61170,517,1380,11,50,label-2
52,88,569,69,52,1195,1432,497,48,2557690,58967660,11786158,9,2763122,59020580,12240204,171365285,6,68,6025,63,75336,1285,72052,517,1380,9,58,label-2
52,93,569,53,52,808,1432,606,11,764770,58920418,6473764,2,785196,59016114,6567198,174368125,6,229,21391,223,180215,7391,168611,517,1380,73,192,label-2
52,89,569,115,52,460,1432,585,17,4291564,10272782,4880151,18,4825947,12297655,5267237,115872262,6,28,2492,25,11503,1028,10195,517,1380,4,10,label-2
52,93,1059,143,52,1318,1432,360,15,499144,10240725,2157696,19,454615,10248326,2065682,117798172,6,237,22244,260,342694,5608,329166,517,688,8,246,label-2
52,95,617,110,52,892,1432,634,72,3608574,58913875,13757270,8,3148382,59001888,12920267,173211598,6,49,4669,56,49993,1933,47073,517,1380,14,45,label-2
40,74,569,50,40,1247,1432,450,13,1290926,58964455,8432853,17,1383456,59014557,8731481,172987343,6,135,10106,126,157195,1238,150659,517,1380,10,121,label-2
52,105,569,127,52,1121,1432,520,21,1501395,10240394,3544723,26,1315117,10282094,3357399,117108885,6,79,8300,90,100918,3580,96230,517,1380,10,76,label-2
52,76,569,46,52,1399,1432,187,8,94267,10240619,953735,2,78905,10288360,873850,118965635,6,1263,97136,1508,2110438,7204,2032014,517,1380,20,1493,label-2
52,84,569,111,52,538,1432,621,17,3507984,10240450,4767013,18,3732727,10287020,4835937,115763498,6,34,2863,32,17246,1087,15574,517,1380,4,15,label-2
52,102,569,134,52,649,1432,644,117,4160876,10240909,4909499,6,3755846,10282144,4831503,116504549,6,29,2974,32,20788,1458,19116,517,1380,5,17,label-2
52,91,569,47,52,880,1432,583,12,312805,58651678,4069684,2,293016,58745297,3946674,182052589,6,583,53574,622,547947,19418,515595,517,1380,196,597,label-2
52,72,569,28,52,1399,1432,192,12,286328,58703007,3964548,4,266552,58756739,3831081,174946411,6,612,44418,657,919692,2022,885520,517,1380,17,652,label-2
52,130,626,184,52,812,1432,633,10,1973002,10240674,3893546,5,1795257,10274005,3760127,120353129,6,62,8096,68,55224,4864,51680,517,1380,11,45,label-2
52,143,615,197,52,402,1432,549,35,4069055,10271825,4846237,9,4065811,10286626,4852535,118002612,6,30,4308,30,12066,2740,10498,517,147,7,10,label-2
52,138,618,190,52,376,1432,537,20,3933054,10240390,4815971,38,4065304,10268895,4850956,117991626,6,31,4298,30,11300,2678,9732,517,147,7,10,label-2
52,93,569,120,52,428,1432,595,36,4826245,10303799,4990611,1,4451360,10320344,4970788,115829884,6,25,2348,27,11581,1028,10169,517,1380,4,11,label-2
52,74,1059,133,52,1409,1432,155,9,91274,10240331,920596,3,48768,10272945,675142,123402802,6,1353,100539,2529,3565497,25319,3433981,517,1380,28,2513,label-2
52,99,569,115,52,892,1432,634,35,4503332,58822751,15161751,5,3191973,58785543,12935660,175629955,6,40,3962,56,49990,1874,47070,517,1380,14,45,label-2
52,78,569,42,52,1404,1432,173,12,83995,10240290,891658,5,80619,11261008,882152,121037895,6,1442,113720,1502,2109894,7204,2031782,517,1380,20,1488,label-2
52,88,569,114,52,525,1432,616,171,3889574,10240772,4841165,23,4021970,10247967,4874145,116687254,6,31,2749,30,15752,1081,14184,517,1380,4,13,label-2
52,97,569,126,52,648,1432,645,107,3700062,10271788,4734033,39,3751839,12250470,4951400,118402011,6,33,3202,32,20759,1458,19087,517,1380,5,16,label-2
52,82,569,49,52,1314,1432,364,71,1261093,58952492,8350359,7,1289127,59007720,8449483,171508758,6,137,11285,134,176186,1273,169210,517,1380,9,129,label-2
52,85,569,56,52,1058,1432,562,13,1398689,58953782,8702548,10,1574584,59291190,9245362,174836185,6,126,10791,112,118511,2527,112667,517,1380,22,103,label-2
52,78,569,26,52,1390,1432,221,13,301411,58948004,4110217,6,298688,59002734,4096066,171804782,6,571,44673,576,801069,1781,771109,517,1380,15,569,label-2
52,148,618,195,52,457,1432,581,15,3097172,10240624,4574217,8,3179793,10246717,4610910,117692562,6,39,5778,38,17395,3730,15411,517,1380,9,15,label-2
52,161,626,213,52,439,1432,567,21,3072927,10240315,4510429,23,3327605,10269167,4607209,119844159,6,40,6457,37,16250,4357,14318,517,147,10,15,label-2
52,85,569,108,52,459,1432,609,13,3757995,10268146,4762945,9,4851501,12274537,5257090,116497868,6,32,2748,25,11477,1028,10169,517,1380,4,11,label-2
52,85,569,66,52,1240,1432,457,80,2298502,58964130,11168446,29,2238158,59017954,11039204,172387707,6,76,6510,78,96752,1282,92688,517,1380,9,73,label-2
52,94,1068,143,52,1317,1432,364,73,490529,10240783,2145786,86,450713,10248783,2062824,117236627,6,240,22713,261,343739,5665,330159,517,1380,8,244,label-2
52,93,569,100,52,892,1432,634,20,3510090,58915571,13654330,5,3126427,59005055,12946576,171994421,6,50,4675,56,49991,1835,47071,517,1380,14,45,label-2
40,74,569,50,40,1260,1432,435,12,1285622,58994059,8417654,17,1378628,59161867,8724583,170990582,6,134,10010,125,157543,1238,151059,517,1380,10,120,label-2
52,101,569,122,52,1086,1432,560,20,1425931,10250127,3413083,19,1322013,10326449,3325382,122713157,6,87,8852,93,101062,3580,96218,517,1380,10,77,label-2
52,77,569,43,52,1398,1432,190,8,86543,10252943,908573,6,79680,12287952,889288,120209860,6,1390,107748,1509,2110377,7204,2031901,517,1380,20,1493,label-2
52,82,569,107,52,534,1432,626,66,3322388,10240276,4677730,107,3749712,12289202,4956376,116283604,6,36,2972,32,17111,1080,15439,517,1380,4,15,label-2
52,85,569,59,52,1098,1432,534,9,1062559,58492588,7537668,11,1171180,58551771,7916361,125382014,6,119,10142,108,118600,2402,112976,517,1380,19,104,label-2
52,76,569,28,52,1401,1432,191,18,224933,58492073,3569558,2,209820,58822500,3460613,119664499,6,533,40662,571,800391,1750,770679,517,1380,14,565,label-2
52,99,569,130,52,667,1432,646,93,3873050,10240318,4847855,6,3871130,13300679,5067348,116191506,6,31,3078,31,20707,1458,19087,517,1380,5,16,label-2
52,147,626,199,52,550,1432,629,26,2699302,10240705,4361669,10,2895944,11267012,4572409,118769306,6,45,6631,42,23126,4271,20934,517,147,10,19,label-2
52,88,569,71,52,1164,1432,516,13,1998293,58746435,10606666,16,2182704,58765925,11075868,117899343,6,60,5330,55,64038,1202,61170,517,1380,9,50,label-2
52,87,569,113,52,460,1432,585,18,4131119,10272269,4905038,6,4817176,11271762,5160128,115671384,6,29,2544,25,11506,1028,10198,517,1380,4,10,label-2
52,81,569,65,52,1268,1432,427,61,1471712,58497721,9118315,10,1435417,58551048,9017984,117736994,6,81,6621,83,105245,1209,100921,517,1380,7,79,label-2
52,86,569,51,52,857,1432,601,9,519174,58968757,5394181,3,528046,59024231,5457892,122013041,6,236,20316,232,198864,6132,186780,517,1380,59,209,label-2
52,81,1059,109,52,1408,1432,164,11,81227,10251279,869159,7,65882,11324937,791390,123384566,6,1520,124443,1873,2637524,19403,2540120,517,1380,22,1854,label-2
52,104,580,112,52,940,1432,618,53,2822605,58486587,12394971,4,2278803,58573591,11201890,118549412,6,43,4492,53,49846,1872,47070,517,1380,13,45,label-2
52,75,569,51,60,1307,1432,373,15,948868,58914266,7335901,17,1004240,58963373,7551753,119557410,6,127,9563,120,156921,1175,150673,517,1380,8,119,label-2
52,98,569,122,52,1109,1432,541,32,1489682,10240269,3515857,19,1321613,11249931,3416813,117684903,6,80,7863,90,99888,3207,95200,517,1380,9,75,label-2
52,95,569,123,52,668,1432,651,35,3441792,10303339,4699701,481,3898902,11327572,5038440,117020933,6,35,3334,31,20708,1458,19088,517,1380,5,16,label-2
52,82,569,107,52,543,1432,616,91,3425556,10305004,4711751,16,4014034,11264200,5014382,116468950,6,35,2894,30,16319,1066,14751,517,1380,4,14,label-2
